Time,Open,High,Low,Last,Change,%Chg,Volume
09/19/2023,104.43,104.6,103.495,104.25,-0.44,-0.42%,7360600
09/18/2023,104.57,105.29,104.35,104.69,-0.31,-0.30%,6446700
09/15/2023,105.21,105.65,104.7,105,-0.61,-0.58%,11446100
09/14/2023,105.22,105.63,104.99,105.61,1.03,+0.98%,10123800
09/13/2023,105.14,105.48,104.1,104.58,-0.7,-0.66%,10646100
09/12/2023,105.12,105.87,105.01,105.28,-0.38,-0.36%,8099400
09/11/2023,105.89,106.1,105.08,105.66,0.03,+0.03%,6308000
09/08/2023,106.2,106.33,105.405,105.63,-0.53,-0.50%,6829500
09/07/2023,106.11,106.615,105.5,106.16,-0.35,-0.33%,7561200
09/06/2023,106.66,107.31,105.91,106.51,-0.46,-0.43%,8586600
09/05/2023,108.61,108.635,106.93,106.97,-1.83,-1.68%,8452400
09/01/2023,108.98,109.135,108.345,108.8,0.57,+0.53%,7034200
08/31/2023,108.9,109.15,108.21,108.23,-0.49,-0.45%,5593400
08/30/2023,108.36,109.0786,108.28,108.72,0.49,+0.45%,7849600
08/29/2023,107.33,108.285,107.01,108.23,0.82,+0.76%,9326400
08/28/2023,107.06,107.765,107.02,107.41,0.87,+0.82%,7673900
08/25/2023,106.2,106.91,105.31,106.54,0.89,+0.84%,13142400
08/24/2023,106.54,107.295,105.61,105.65,-1.3,-1.22%,9483800
08/23/2023,105.86,107.07,105.86,106.95,1.09,+1.03%,7643200
08/22/2023,106.44,106.7,105.61,105.86,-0.25,-0.24%,8152800
08/21/2023,106.22,106.45,105.36,106.11,-0.13,-0.12%,6464700
08/18/2023,105.42,106.58,105.35,106.24,0.2,+0.19%,10763900
08/17/2023,107.32,107.5,106.005,106.04,-0.9,-0.84%,10867800
08/16/2023,107.34,108.2,106.85,106.94,-0.6,-0.56%,10281100
08/15/2023,108.22,108.34,107.415,107.54,-1.39,-1.28%,6911600
08/14/2023,108.81,108.99,108.5,108.93,0.04,+0.04%,6113000
08/11/2023,108.48,109.165,108.42,108.89,0.18,+0.17%,5720400
08/10/2023,109.16,109.95,108.465,108.71,-0.3,-0.28%,7259200
08/09/2023,109.08,109.5,108.6,109.01,-0.06,-0.06%,7881700
08/08/2023,108.9,109.28,108.16,109.07,-0.5,-0.46%,7669000
08/07/2023,108.65,109.72,108.6,109.57,1.33,+1.23%,8462500
08/04/2023,109.32,109.4,108.07,108.24,-0.66,-0.61%,10631100
08/03/2023,109.19,109.45,108.73,108.9,-0.69,-0.63%,7991700
08/02/2023,110.12,110.6,109.4,109.59,-1.16,-1.05%,9906000
08/01/2023,110.24,111.12,110.06,110.75,0.33,+0.30%,9004400
07/31/2023,110.3,110.59,109.995,110.42,0.26,+0.24%,6587300
07/28/2023,110.35,110.37,109.74,110.16,0.68,+0.62%,7466800
07/27/2023,110.47,110.47,109.195,109.48,-0.95,-0.86%,11837800
07/26/2023,110.04,110.54,109.87,110.43,0.77,+0.70%,10555200
07/25/2023,108.81,109.745,108.59,109.66,-0.14,-0.13%,8768400
07/24/2023,109.51,110.155,109.44,109.8,0.25,+0.23%,6754800
07/21/2023,109.95,110.19,109.53,109.55,-0.52,-0.47%,8993400
07/20/2023,109.76,110.345,109.37,110.07,0.49,+0.45%,10643800
07/19/2023,109.37,109.9,108.93,109.58,-0.05,-0.05%,8563400
07/18/2023,109.07,110,109.02,109.63,0.61,+0.56%,8098200
07/17/2023,108.42,109.38,108.17,109.02,0.41,+0.38%,6517800
07/14/2023,108.85,108.89,108.055,108.61,-0.32,-0.29%,9288200
07/13/2023,108.89,109.18,108.48,108.93,0.14,+0.13%,8964800
07/12/2023,109.86,109.88,108.67,108.79,-0.19,-0.17%,13492900
07/11/2023,107.96,109.14,107.93,108.98,1.27,+1.18%,10283400
07/10/2023,106.23,107.71,106.22,107.71,1.51,+1.42%,11765300
07/07/2023,105.65,107.22,105.62,106.2,0.24,+0.23%,9359500
07/06/2023,105.92,106.29,105.34,105.96,-0.8,-0.75%,11209500
07/05/2023,106.68,107.12,106.41,106.76,-0.58,-0.54%,9504700
07/03/2023,106.91,107.55,106.465,107.34,0.02,+0.02%,6786800
06/30/2023,107.06,107.62,106.6,107.32,0.91,+0.86%,11431300
06/29/2023,105.27,106.44,105.19,106.41,1.02,+0.97%,10236100
06/28/2023,105.42,105.595,105.025,105.39,0,0.00%,7866600
06/27/2023,104.36,105.5099,104.18,105.39,1.25,+1.20%,8210100
06/26/2023,103.24,104.34,103.11,104.14,0.86,+0.83%,7639100
06/23/2023,103.17,103.68,102.905,103.28,-0.79,-0.76%,11246200
06/22/2023,104.43,104.55,103.89,104.07,-0.76,-0.72%,11641800
06/21/2023,103.71,105.125,103.49,104.83,0.58,+0.56%,12206100
06/20/2023,104.36,104.66,103.84,104.25,-1.2,-1.14%,9527500
06/16/2023,105.95,106.6,105.285,105.45,-0.17,-0.16%,14331300
06/15/2023,104.01,105.825,103.95,105.62,1.57,+1.51%,12776500
06/14/2023,104.62,104.87,103.595,104.05,-0.28,-0.27%,14953600
06/13/2023,103.32,104.415,103.19,104.33,1.2,+1.16%,14474100
06/12/2023,102.5,103.31,102.12,103.13,0.73,+0.71%,9906900
06/09/2023,102.69,102.76,101.73,102.4,-0.27,-0.26%,9870900
06/08/2023,102.31,102.905,101.83,102.67,0.18,+0.18%,10074600
06/07/2023,100.93,102.56,100.58,102.49,1.62,+1.61%,13384300
06/06/2023,100,101.03,99.91,100.87,0.63,+0.63%,10509500
06/05/2023,100.92,100.92,100.11,100.24,-0.7,-0.69%,9655600
06/02/2023,99.12,101.24,99.06,100.94,2.85,+2.91%,21451200
06/01/2023,97.08,98.31,96.7512,98.09,1.24,+1.28%,12573700
05/31/2023,97.81,97.95,96.525,96.85,-1.34,-1.36%,13021500
05/30/2023,98.48,98.72,97.7,98.19,-0.15,-0.15%,9828300
05/26/2023,97.9,98.72,97.78,98.34,0.73,+0.75%,10790500
05/25/2023,97.36,97.85,96.735,97.61,0.32,+0.33%,14259300
05/24/2023,98.27,98.295,97.15,97.29,-1.27,-1.29%,11654800
05/23/2023,99.32,99.6,98.385,98.56,-1.2,-1.20%,11744700
05/22/2023,99.82,100.38,98.95,99.76,-0.02,-0.02%,9038700
05/19/2023,100.79,100.885,99.27,99.78,-0.24,-0.24%,10028200
